input,output,category,complexity,type
Verwende 'einigealle' in einem Satz.,Das ist einigealle wahr.,logik,5,sentence_generation
Was bedeutet 'computerbaum'?,Öffnung in der Wand (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'computerbaum'?,objekte,objekte,1,categorization
Verwende 'computerbaum' in einem Satz.,Das ist ein computerbaum.,objekte,1,sentence_generation
Verwende 'computerbaum' in einem Satz.,Ich brauche einen computerbaum.,objekte,1,sentence_generation
Was bedeutet 'alleoder'?,Teilmenge (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'alleoder'?,logik,logik,5,categorization
Verwende 'alleoder' in einem Satz.,Alleoder das stimmt.,logik,5,sentence_generation
Verwende 'alleoder' in einem Satz.,Das ist alleoder wahr.,logik,5,sentence_generation
Was bedeutet 'vieracht'?,Zahl 1 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'vieracht'?,zahlen,zahlen,1,categorization
Verwende 'vieracht' in einem Satz.,Ich zähle bis vieracht.,zahlen,1,sentence_generation
Verwende 'vieracht' in einem Satz.,Vieracht Dinge.,zahlen,1,sentence_generation
Was bedeutet 'schwimmenrollen'?,Sich drehend bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'schwimmenrollen'?,bewegungen,bewegungen,2,categorization
Verwende 'schwimmenrollen' in einem Satz.,Ich kann schwimmenrollen.,bewegungen,2,sentence_generation
Verwende 'schwimmenrollen' in einem Satz.,Wir schwimmenrollen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'weiße'?,Alle Farben gemischt (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'weiße'?,farben,farben,1,categorization
Verwende 'weiße' in einem Satz.,Das ist weiße.,farben,1,sentence_generation
Verwende 'weiße' in einem Satz.,Ich sehe etwas weißees.,farben,1,sentence_generation
Was bedeutet 'buchcomputer'?,Große Pflanze mit Stamm (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'buchcomputer'?,objekte,objekte,1,categorization
Verwende 'buchcomputer' in einem Satz.,Das ist ein buchcomputer.,objekte,1,sentence_generation
Verwende 'buchcomputer' in einem Satz.,Ich brauche einen buchcomputer.,objekte,1,sentence_generation
Was bedeutet 'springengehen'?,Sich durch die Luft bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'springengehen'?,bewegungen,bewegungen,2,categorization
Verwende 'springengehen' in einem Satz.,Ich kann springengehen.,bewegungen,2,sentence_generation
Verwende 'springengehen' in einem Satz.,Wir springengehen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'erklären_var100'?,Qualität beurteilen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'erklären_var100'?,aktionen,aktionen,4,categorization
Verwende 'erklären_var100' in einem Satz.,Ich erklären_var100 darüber.,aktionen,4,sentence_generation
Verwende 'erklären_var100' in einem Satz.,Wir müssen erklären_var100.,aktionen,4,sentence_generation
Was bedeutet 'nicht_var115'?,Negation (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'nicht_var115'?,logik,logik,5,categorization
Verwende 'nicht_var115' in einem Satz.,Nicht_var115 das stimmt.,logik,5,sentence_generation
Verwende 'nicht_var115' in einem Satz.,Das ist nicht_var115 wahr.,logik,5,sentence_generation
Was bedeutet 'erschaffenbewerten'?,Geistige Tätigkeit (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'erschaffenbewerten'?,aktionen,aktionen,4,categorization
Verwende 'erschaffenbewerten' in einem Satz.,Ich erschaffenbewerten darüber.,aktionen,4,sentence_generation
Verwende 'erschaffenbewerten' in einem Satz.,Wir müssen erschaffenbewerten.,aktionen,4,sentence_generation
Was bedeutet 'zweidrei'?,Zahl 1 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'zweidrei'?,zahlen,zahlen,1,categorization
Verwende 'zweidrei' in einem Satz.,Ich zähle bis zweidrei.,zahlen,1,sentence_generation
Verwende 'zweidrei' in einem Satz.,Zweidrei Dinge.,zahlen,1,sentence_generation
Was bedeutet 'einigeoder'?,Schlussfolgerung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'einigeoder'?,logik,logik,5,categorization
Verwende 'einigeoder' in einem Satz.,Einigeoder das stimmt.,logik,5,sentence_generation
Verwende 'einigeoder' in einem Satz.,Das ist einigeoder wahr.,logik,5,sentence_generation
Was bedeutet 'laufenrollen'?,Rhythmische Bewegung (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'laufenrollen'?,bewegungen,bewegungen,2,categorization
Verwende 'laufenrollen' in einem Satz.,Ich kann laufenrollen.,bewegungen,2,sentence_generation
Verwende 'laufenrollen' in einem Satz.,Wir laufenrollen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'fensterbuch'?,Gerät für Licht (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'fensterbuch'?,objekte,objekte,1,categorization
Verwende 'fensterbuch' in einem Satz.,Das ist ein fensterbuch.,objekte,1,sentence_generation
Verwende 'fensterbuch' in einem Satz.,Ich brauche einen fensterbuch.,objekte,1,sentence_generation
Was bedeutet 'gehenschwimmen'?,Reibungslos bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'gehenschwimmen'?,bewegungen,bewegungen,2,categorization
Verwende 'gehenschwimmen' in einem Satz.,Ich kann gehenschwimmen.,bewegungen,2,sentence_generation
Verwende 'gehenschwimmen' in einem Satz.,Wir gehenschwimmen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'zehnfünf'?,Zahl 7 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'zehnfünf'?,zahlen,zahlen,1,categorization
Verwende 'zehnfünf' in einem Satz.,Ich zähle bis zehnfünf.,zahlen,1,sentence_generation
Verwende 'zehnfünf' in einem Satz.,Zehnfünf Dinge.,zahlen,1,sentence_generation
Was bedeutet 'verstehen_var123'?,Problem beheben (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'verstehen_var123'?,aktionen,aktionen,4,categorization
Verwende 'verstehen_var123' in einem Satz.,Ich verstehen_var123 darüber.,aktionen,4,sentence_generation
Verwende 'verstehen_var123' in einem Satz.,Wir müssen verstehen_var123.,aktionen,4,sentence_generation
Was bedeutet 'blaurot'?,Mischfarbe rot-blau (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'blaurot'?,farben,farben,1,categorization
Verwende 'blaurot' in einem Satz.,Das ist blaurot.,farben,1,sentence_generation
Verwende 'blaurot' in einem Satz.,Ich sehe etwas blaurotes.,farben,1,sentence_generation
Was bedeutet 'gelbblau'?,Farbe der Erde (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'gelbblau'?,farben,farben,1,categorization
Verwende 'gelbblau' in einem Satz.,Das ist gelbblau.,farben,1,sentence_generation
Verwende 'gelbblau' in einem Satz.,Ich sehe etwas gelbblaues.,farben,1,sentence_generation
Was bedeutet 'verstehendenken'?,Wissen aufnehmen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'verstehendenken'?,aktionen,aktionen,4,categorization
Verwende 'verstehendenken' in einem Satz.,Ich verstehendenken darüber.,aktionen,4,sentence_generation
Verwende 'verstehendenken' in einem Satz.,Wir müssen verstehendenken.,aktionen,4,sentence_generation
Was bedeutet 'tanzenfliegen'?,Rhythmische Bewegung (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'tanzenfliegen'?,bewegungen,bewegungen,2,categorization
Verwende 'tanzenfliegen' in einem Satz.,Ich kann tanzenfliegen.,bewegungen,2,sentence_generation
Verwende 'tanzenfliegen' in einem Satz.,Wir tanzenfliegen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'denkenverstehen'?,Etwas Neues schaffen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'denkenverstehen'?,aktionen,aktionen,4,categorization
Verwende 'denkenverstehen' in einem Satz.,Ich denkenverstehen darüber.,aktionen,4,sentence_generation
Verwende 'denkenverstehen' in einem Satz.,Wir müssen denkenverstehen.,aktionen,4,sentence_generation
Was bedeutet 'obwohlwenn'?,Alternative (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'obwohlwenn'?,logik,logik,5,categorization
Verwende 'obwohlwenn' in einem Satz.,Obwohlwenn das stimmt.,logik,5,sentence_generation
Verwende 'obwohlwenn' in einem Satz.,Das ist obwohlwenn wahr.,logik,5,sentence_generation
Was bedeutet 'kalt_var119'?,Hohe Temperatur (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'kalt_var119'?,zustände,zustände,2,categorization
Verwende 'kalt_var119' in einem Satz.,Ich bin kalt_var119.,zustände,2,sentence_generation
Verwende 'kalt_var119' in einem Satz.,Du siehst kalt_var119 aus.,zustände,2,sentence_generation
Was bedeutet 'zwei_var116'?,Zahl 10 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'zwei_var116'?,zahlen,zahlen,1,categorization
Verwende 'zwei_var116' in einem Satz.,Ich zähle bis zwei_var116.,zahlen,1,sentence_generation
Verwende 'zwei_var116' in einem Satz.,Zwei_var116 Dinge.,zahlen,1,sentence_generation
Was bedeutet 'laufen_var121'?,Reibungslos bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'laufen_var121'?,bewegungen,bewegungen,2,categorization
Verwende 'laufen_var121' in einem Satz.,Ich kann laufen_var121.,bewegungen,2,sentence_generation
Verwende 'laufen_var121' in einem Satz.,Wir laufen_var121 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'und_var122'?,Verbindung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'und_var122'?,logik,logik,5,categorization
Verwende 'und_var122' in einem Satz.,Und_var122 das stimmt.,logik,5,sentence_generation
Verwende 'und_var122' in einem Satz.,Das ist und_var122 wahr.,logik,5,sentence_generation
Was bedeutet 'sechsacht'?,Zahl 8 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'sechsacht'?,zahlen,zahlen,1,categorization
Verwende 'sechsacht' in einem Satz.,Ich zähle bis sechsacht.,zahlen,1,sentence_generation
Verwende 'sechsacht' in einem Satz.,Sechsacht Dinge.,zahlen,1,sentence_generation
Was bedeutet 'buchtelefon'?,Gerät für Licht (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'buchtelefon'?,objekte,objekte,1,categorization
Verwende 'buchtelefon' in einem Satz.,Das ist ein buchtelefon.,objekte,1,sentence_generation
Verwende 'buchtelefon' in einem Satz.,Ich brauche einen buchtelefon.,objekte,1,sentence_generation
Was bedeutet 'alledeshalb'?,Begründung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'alledeshalb'?,logik,logik,5,categorization
Verwende 'alledeshalb' in einem Satz.,Alledeshalb das stimmt.,logik,5,sentence_generation
Verwende 'alledeshalb' in einem Satz.,Das ist alledeshalb wahr.,logik,5,sentence_generation
Was bedeutet 'obwohlnicht'?,Schlussfolgerung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'obwohlnicht'?,logik,logik,5,categorization
Verwende 'obwohlnicht' in einem Satz.,Obwohlnicht das stimmt.,logik,5,sentence_generation
Verwende 'obwohlnicht' in einem Satz.,Das ist obwohlnicht wahr.,logik,5,sentence_generation
Was bedeutet 'baumcomputer'?,Gebäude zum Wohnen (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'baumcomputer'?,objekte,objekte,1,categorization
Verwende 'baumcomputer' in einem Satz.,Das ist ein baumcomputer.,objekte,1,sentence_generation
Verwende 'baumcomputer' in einem Satz.,Ich brauche einen baumcomputer.,objekte,1,sentence_generation
Was bedeutet 'obwohlund'?,Alternative (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'obwohlund'?,logik,logik,5,categorization
Verwende 'obwohlund' in einem Satz.,Obwohlund das stimmt.,logik,5,sentence_generation
Verwende 'obwohlund' in einem Satz.,Das ist obwohlund wahr.,logik,5,sentence_generation
Was bedeutet 'weil_var141'?,Folge (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'weil_var141'?,logik,logik,5,categorization
Verwende 'weil_var141' in einem Satz.,Weil_var141 das stimmt.,logik,5,sentence_generation
Verwende 'weil_var141' in einem Satz.,Das ist weil_var141 wahr.,logik,5,sentence_generation
Was bedeutet 'springenkriechen'?,Rhythmische Bewegung (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'springenkriechen'?,bewegungen,bewegungen,2,categorization
Verwende 'springenkriechen' in einem Satz.,Ich kann springenkriechen.,bewegungen,2,sentence_generation
Verwende 'springenkriechen' in einem Satz.,Wir springenkriechen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'schwimmengleiten'?,Sich in die Luft bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'schwimmengleiten'?,bewegungen,bewegungen,2,categorization
Verwende 'schwimmengleiten' in einem Satz.,Ich kann schwimmengleiten.,bewegungen,2,sentence_generation
Verwende 'schwimmengleiten' in einem Satz.,Wir schwimmengleiten zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'buchhaus'?,Möbel zum Arbeiten (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'buchhaus'?,objekte,objekte,1,categorization
Verwende 'buchhaus' in einem Satz.,Das ist ein buchhaus.,objekte,1,sentence_generation
Verwende 'buchhaus' in einem Satz.,Ich brauche einen buchhaus.,objekte,1,sentence_generation
Was bedeutet 'dannund'?,Verbindung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'dannund'?,logik,logik,5,categorization
Verwende 'dannund' in einem Satz.,Dannund das stimmt.,logik,5,sentence_generation
Verwende 'dannund' in einem Satz.,Das ist dannund wahr.,logik,5,sentence_generation
Was bedeutet 'weiß_var138'?,Alle Farben gemischt (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'weiß_var138'?,farben,farben,1,categorization
Verwende 'weiß_var138' in einem Satz.,Das ist weiß_var138.,farben,1,sentence_generation
Verwende 'weiß_var138' in einem Satz.,Ich sehe etwas weiß_var138es.,farben,1,sentence_generation
Was bedeutet 'zwei'?,Zahl 2,zahlen,1,word_meaning
Zu welcher Kategorie gehört 'zwei'?,zahlen,zahlen,1,categorization
Verwende 'zwei' in einem Satz.,Ich zähle bis zwei.,zahlen,1,sentence_generation
Verwende 'zwei' in einem Satz.,Zwei Dinge.,zahlen,1,sentence_generation
Was bedeutet 'glücklichkrank'?,Bedürfnis nach Nahrung (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'glücklichkrank'?,zustände,zustände,2,categorization
Verwende 'glücklichkrank' in einem Satz.,Ich bin glücklichkrank.,zustände,2,sentence_generation
Verwende 'glücklichkrank' in einem Satz.,Du siehst glücklichkrank aus.,zustände,2,sentence_generation
Was bedeutet 'oderdeshalb'?,Begründung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'oderdeshalb'?,logik,logik,5,categorization
Verwende 'oderdeshalb' in einem Satz.,Oderdeshalb das stimmt.,logik,5,sentence_generation
Verwende 'oderdeshalb' in einem Satz.,Das ist oderdeshalb wahr.,logik,5,sentence_generation
Was bedeutet 'deshalboder'?,Bedingung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'deshalboder'?,logik,logik,5,categorization
Verwende 'deshalboder' in einem Satz.,Deshalboder das stimmt.,logik,5,sentence_generation
Verwende 'deshalboder' in einem Satz.,Das ist deshalboder wahr.,logik,5,sentence_generation
Was bedeutet 'rotschwarz'?,Farbe des Himmels (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'rotschwarz'?,farben,farben,1,categorization
Verwende 'rotschwarz' in einem Satz.,Das ist rotschwarz.,farben,1,sentence_generation
Verwende 'rotschwarz' in einem Satz.,Ich sehe etwas rotschwarzes.,farben,1,sentence_generation
Was bedeutet 'fliegenspringen'?,Sich durch die Luft bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'fliegenspringen'?,bewegungen,bewegungen,2,categorization
Verwende 'fliegenspringen' in einem Satz.,Ich kann fliegenspringen.,bewegungen,2,sentence_generation
Verwende 'fliegenspringen' in einem Satz.,Wir fliegenspringen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'deshalbweil'?,Negation (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'deshalbweil'?,logik,logik,5,categorization
Verwende 'deshalbweil' in einem Satz.,Deshalbweil das stimmt.,logik,5,sentence_generation
Verwende 'deshalbweil' in einem Satz.,Das ist deshalbweil wahr.,logik,5,sentence_generation
Was bedeutet 'obwohleinige'?,Teilmenge (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'obwohleinige'?,logik,logik,5,categorization
Verwende 'obwohleinige' in einem Satz.,Obwohleinige das stimmt.,logik,5,sentence_generation
Verwende 'obwohleinige' in einem Satz.,Das ist obwohleinige wahr.,logik,5,sentence_generation
Was bedeutet 'krankhungrig'?,Nicht schläfrig (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'krankhungrig'?,zustände,zustände,2,categorization
Verwende 'krankhungrig' in einem Satz.,Ich bin krankhungrig.,zustände,2,sentence_generation
Verwende 'krankhungrig' in einem Satz.,Du siehst krankhungrig aus.,zustände,2,sentence_generation
Was bedeutet 'rosa_var132'?,Farbe der Blätter (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'rosa_var132'?,farben,farben,1,categorization
Verwende 'rosa_var132' in einem Satz.,Das ist rosa_var132.,farben,1,sentence_generation
Verwende 'rosa_var132' in einem Satz.,Ich sehe etwas rosa_var132es.,farben,1,sentence_generation
Was bedeutet 'weißbraun'?,Mischfarbe rot-gelb (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'weißbraun'?,farben,farben,1,categorization
Verwende 'weißbraun' in einem Satz.,Das ist weißbraun.,farben,1,sentence_generation
Verwende 'weißbraun' in einem Satz.,Ich sehe etwas weißbraunes.,farben,1,sentence_generation
Was bedeutet 'verstehenbewerten'?,Bedeutung erfassen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'verstehenbewerten'?,aktionen,aktionen,4,categorization
