word,category,meaning,complexity,examples
denkenerklären,aktionen,Systematisch untersuchen (Variante),4,"['Ich denkenerklären darüber.', 'Wir müssen denkenerklären.', 'Denkenerklären ist wichtig.']"
verstehenlösen,aktionen,Problem beheben (Variante),4,"['Ich verstehenlösen darüber.', 'Wir müssen verstehenlösen.', 'Verstehenlösen ist wichtig.']"
denken_var113,aktionen,Verständlich machen (Variante),4,"['Ich denken_var113 darüber.', 'Wir müssen denken_var113.', 'Denken_var113 ist wichtig.']"
kalt_var122,zustände,Bedürfnis nach Nahrung (Variante),2,"['Ich bin kalt_var122.', 'Du siehst kalt_var122 aus.', 'Kalt_var122 fühlen ist normal.']"
verstehen_var109,aktionen,Wissen aufnehmen (Variante),4,"['Ich verstehen_var109 darüber.', 'Wir müssen verstehen_var109.', 'Verstehen_var109 ist wichtig.']"
baum,objekte,Große Pflanze mit Stamm,1,"['Das ist ein baum.', 'Ich brauche einen baum.', 'Der baum ist hier.']"
rollenrennen,bewegungen,Rhythmische Bewegung (Variante),2,"['Ich kann rollenrennen.', 'Wir rollenrennen zusammen.', 'Rollenrennen ist eine Bewegung.']"
schwimmentanzen,bewegungen,Sich schnell fortbewegen (Variante),2,"['Ich kann schwimmentanzen.', 'Wir schwimmentanzen zusammen.', 'Schwimmentanzen ist eine Bewegung.']"
lösen,aktionen,Problem beheben,4,"['Ich lösen darüber.', 'Wir müssen lösen.', 'Lösen ist wichtig.']"
kalt,zustände,Niedrige Temperatur,2,"['Ich bin kalt.', 'Du siehst kalt aus.', 'Kalt fühlen ist normal.']"
lampebuch,objekte,Öffnung in der Wand (Variante),1,"['Das ist ein lampebuch.', 'Ich brauche einen lampebuch.', 'Der lampebuch ist hier.']"
drei_var120,zahlen,Zahl 10 (Variante),1,"['Ich zähle bis drei_var120.', 'Drei_var120 Dinge.', 'Das sind drei_var120 Objekte.']"
erklären_var139,aktionen,Systematisch untersuchen (Variante),4,"['Ich erklären_var139 darüber.', 'Wir müssen erklären_var139.', 'Erklären_var139 ist wichtig.']"
nichtweil,logik,Gegensatz (Variante),5,"['Nichtweil das stimmt.', 'Das ist nichtweil wahr.', 'Nichtweil bedeutet...']"
neunsieben,zahlen,Zahl 10 (Variante),1,"['Ich zähle bis neunsieben.', 'Neunsieben Dinge.', 'Das sind neunsieben Objekte.']"
springen_var102,bewegungen,Sich durch die Luft bewegen (Variante),2,"['Ich kann springen_var102.', 'Wir springen_var102 zusammen.', 'Springen_var102 ist eine Bewegung.']"
rot_var114,farben,Farbe der Erde (Variante),1,"['Das ist rot_var114.', 'Ich sehe etwas rot_var114es.', 'Rot_var114 ist eine Farbe.']"
baum_var121,objekte,Öffnung in der Wand (Variante),1,"['Das ist ein baum_var121.', 'Ich brauche einen baum_var121.', 'Der baum_var121 ist hier.']"
planen_var122,aktionen,Systematisch untersuchen (Variante),4,"['Ich planen_var122 darüber.', 'Wir müssen planen_var122.', 'Planen_var122 ist wichtig.']"
violettrot,farben,Farbe des Himmels (Variante),1,"['Das ist violettrot.', 'Ich sehe etwas violettrotes.', 'Violettrot ist eine Farbe.']"
achtneun,zahlen,Zahl 1 (Variante),1,"['Ich zähle bis achtneun.', 'Achtneun Dinge.', 'Das sind achtneun Objekte.']"
kaltmüde,zustände,Niedrige Temperatur (Variante),2,"['Ich bin kaltmüde.', 'Du siehst kaltmüde aus.', 'Kaltmüde fühlen ist normal.']"
achtzehn,zahlen,Zahl 4 (Variante),1,"['Ich zähle bis achtzehn.', 'Achtzehn Dinge.', 'Das sind achtzehn Objekte.']"
haus_var130,objekte,Gebäude zum Wohnen (Variante),1,"['Das ist ein haus_var130.', 'Ich brauche einen haus_var130.', 'Der haus_var130 ist hier.']"
einsacht,zahlen,Zahl 6 (Variante),1,"['Ich zähle bis einsacht.', 'Einsacht Dinge.', 'Das sind einsacht Objekte.']"
erklärenanalysieren,aktionen,Bedeutung erfassen (Variante),4,"['Ich erklärenanalysieren darüber.', 'Wir müssen erklärenanalysieren.', 'Erklärenanalysieren ist wichtig.']"
wennoder,logik,Folge (Variante),5,"['Wennoder das stimmt.', 'Das ist wennoder wahr.', 'Wennoder bedeutet...']"
erklären_var110,aktionen,Problem beheben (Variante),4,"['Ich erklären_var110 darüber.', 'Wir müssen erklären_var110.', 'Erklären_var110 ist wichtig.']"
eins_var112,zahlen,Zahl 1 (Variante),1,"['Ich zähle bis eins_var112.', 'Eins_var112 Dinge.', 'Das sind eins_var112 Objekte.']"
bewerten_var133,aktionen,Qualität beurteilen (Variante),4,"['Ich bewerten_var133 darüber.', 'Wir müssen bewerten_var133.', 'Bewerten_var133 ist wichtig.']"
gesundmüde,zustände,Körperlich in Ordnung (Variante),2,"['Ich bin gesundmüde.', 'Du siehst gesundmüde aus.', 'Gesundmüde fühlen ist normal.']"
eins_var123,zahlen,Zahl 10 (Variante),1,"['Ich zähle bis eins_var123.', 'Eins_var123 Dinge.', 'Das sind eins_var123 Objekte.']"
und_var117,logik,Vollständige Menge (Variante),5,"['Und_var117 das stimmt.', 'Das ist und_var117 wahr.', 'Und_var117 bedeutet...']"
stuhlcomputer,objekte,Sammlung von Seiten (Variante),1,"['Das ist ein stuhlcomputer.', 'Ich brauche einen stuhlcomputer.', 'Der stuhlcomputer ist hier.']"
gesundwarm,zustände,Positive Emotion (Variante),2,"['Ich bin gesundwarm.', 'Du siehst gesundwarm aus.', 'Gesundwarm fühlen ist normal.']"
analysierenerschaffen,aktionen,Qualität beurteilen (Variante),4,"['Ich analysierenerschaffen darüber.', 'Wir müssen analysierenerschaffen.', 'Analysierenerschaffen ist wichtig.']"
und_var123,logik,Teilmenge (Variante),5,"['Und_var123 das stimmt.', 'Das ist und_var123 wahr.', 'Und_var123 bedeutet...']"
einszwei,zahlen,Zahl 2 (Variante),1,"['Ich zähle bis einszwei.', 'Einszwei Dinge.', 'Das sind einszwei Objekte.']"
erklärenverstehen,aktionen,Etwas Neues schaffen (Variante),4,"['Ich erklärenverstehen darüber.', 'Wir müssen erklärenverstehen.', 'Erklärenverstehen ist wichtig.']"
verstehenerklären,aktionen,Systematisch untersuchen (Variante),4,"['Ich verstehenerklären darüber.', 'Wir müssen verstehenerklären.', 'Verstehenerklären ist wichtig.']"
gelb_var113,farben,Farbe der Erde (Variante),1,"['Das ist gelb_var113.', 'Ich sehe etwas gelb_var113es.', 'Gelb_var113 ist eine Farbe.']"
müde_var132,zustände,Körperlich nicht in Ordnung (Variante),2,"['Ich bin müde_var132.', 'Du siehst müde_var132 aus.', 'Müde_var132 fühlen ist normal.']"
wach_var127,zustände,Negative Emotion (Variante),2,"['Ich bin wach_var127.', 'Du siehst wach_var127 aus.', 'Wach_var127 fühlen ist normal.']"
fliegengehen,bewegungen,Reibungslos bewegen (Variante),2,"['Ich kann fliegengehen.', 'Wir fliegengehen zusammen.', 'Fliegengehen ist eine Bewegung.']"
springenrollen,bewegungen,Reibungslos bewegen (Variante),2,"['Ich kann springenrollen.', 'Wir springenrollen zusammen.', 'Springenrollen ist eine Bewegung.']"
alledann,logik,Begründung (Variante),5,"['Alledann das stimmt.', 'Das ist alledann wahr.', 'Alledann bedeutet...']"
kalt_var124,zustände,Positive Emotion (Variante),2,"['Ich bin kalt_var124.', 'Du siehst kalt_var124 aus.', 'Kalt_var124 fühlen ist normal.']"
erschaffenerklären,aktionen,Vorgehensweise festlegen (Variante),4,"['Ich erschaffenerklären darüber.', 'Wir müssen erschaffenerklären.', 'Erschaffenerklären ist wichtig.']"
sechs_var138,zahlen,Zahl 1 (Variante),1,"['Ich zähle bis sechs_var138.', 'Sechs_var138 Dinge.', 'Das sind sechs_var138 Objekte.']"
traurige,zustände,Bedürfnis nach Nahrung (Variante),2,"['Ich bin traurige.', 'Du siehst traurige aus.', 'Traurige fühlen ist normal.']"
nicht,logik,Negation,5,"['Nicht das stimmt.', 'Das ist nicht wahr.', 'Nicht bedeutet...']"
gleitenschwimmen,bewegungen,Sich im Wasser fortbewegen (Variante),2,"['Ich kann gleitenschwimmen.', 'Wir gleitenschwimmen zusammen.', 'Gleitenschwimmen ist eine Bewegung.']"
baumhaus,objekte,Möbel zum Arbeiten (Variante),1,"['Das ist ein baumhaus.', 'Ich brauche einen baumhaus.', 'Der baumhaus ist hier.']"
rollen_var120,bewegungen,Sich drehend bewegen (Variante),2,"['Ich kann rollen_var120.', 'Wir rollen_var120 zusammen.', 'Rollen_var120 ist eine Bewegung.']"
lernendenken,aktionen,Problem beheben (Variante),4,"['Ich lernendenken darüber.', 'Wir müssen lernendenken.', 'Lernendenken ist wichtig.']"
gelbbraun,farben,Farbe der Blätter (Variante),1,"['Das ist gelbbraun.', 'Ich sehe etwas gelbbraunes.', 'Gelbbraun ist eine Farbe.']"
erschaffen_var132,aktionen,Vorgehensweise festlegen (Variante),4,"['Ich erschaffen_var132 darüber.', 'Wir müssen erschaffen_var132.', 'Erschaffen_var132 ist wichtig.']"
rosagrün,farben,Mischfarbe rot-gelb (Variante),1,"['Das ist rosagrün.', 'Ich sehe etwas rosagrünes.', 'Rosagrün ist eine Farbe.']"
lampee,objekte,Öffnung in der Wand (Variante),1,"['Das ist ein lampee.', 'Ich brauche einen lampee.', 'Der lampee ist hier.']"
buchfenster,objekte,Öffnung in der Wand (Variante),1,"['Das ist ein buchfenster.', 'Ich brauche einen buchfenster.', 'Der buchfenster ist hier.']"
einse,zahlen,Zahl 7 (Variante),1,"['Ich zähle bis einse.', 'Einse Dinge.', 'Das sind einse Objekte.']"
sechs,zahlen,Zahl 6,1,"['Ich zähle bis sechs.', 'Sechs Dinge.', 'Das sind sechs Objekte.']"
wachwarm,zustände,Niedrige Temperatur (Variante),2,"['Ich bin wachwarm.', 'Du siehst wachwarm aus.', 'Wachwarm fühlen ist normal.']"
rollenspringen,bewegungen,Sich durch die Luft bewegen (Variante),2,"['Ich kann rollenspringen.', 'Wir rollenspringen zusammen.', 'Rollenspringen ist eine Bewegung.']"
alle,logik,Vollständige Menge,5,"['Alle das stimmt.', 'Das ist alle wahr.', 'Alle bedeutet...']"
alle_var139,logik,Teilmenge (Variante),5,"['Alle_var139 das stimmt.', 'Das ist alle_var139 wahr.', 'Alle_var139 bedeutet...']"
zehne,zahlen,Zahl 10 (Variante),1,"['Ich zähle bis zehne.', 'Zehne Dinge.', 'Das sind zehne Objekte.']"
rotgrün,farben,Abwesenheit von Licht (Variante),1,"['Das ist rotgrün.', 'Ich sehe etwas rotgrünes.', 'Rotgrün ist eine Farbe.']"
lösenanalysieren,aktionen,Problem beheben (Variante),4,"['Ich lösenanalysieren darüber.', 'Wir müssen lösenanalysieren.', 'Lösenanalysieren ist wichtig.']"
lampecomputer,objekte,Gerät zur Kommunikation (Variante),1,"['Das ist ein lampecomputer.', 'Ich brauche einen lampecomputer.', 'Der lampecomputer ist hier.']"
entscheiden_var138,aktionen,Systematisch untersuchen (Variante),4,"['Ich entscheiden_var138 darüber.', 'Wir müssen entscheiden_var138.', 'Entscheiden_var138 ist wichtig.']"
gehenspringen,bewegungen,Sich schnell fortbewegen (Variante),2,"['Ich kann gehenspringen.', 'Wir gehenspringen zusammen.', 'Gehenspringen ist eine Bewegung.']"
gleiten_var109,bewegungen,Reibungslos bewegen (Variante),2,"['Ich kann gleiten_var109.', 'Wir gleiten_var109 zusammen.', 'Gleiten_var109 ist eine Bewegung.']"
planen_var136,aktionen,Bedeutung erfassen (Variante),4,"['Ich planen_var136 darüber.', 'Wir müssen planen_var136.', 'Planen_var136 ist wichtig.']"
zwei_var109,zahlen,Zahl 9 (Variante),1,"['Ich zähle bis zwei_var109.', 'Zwei_var109 Dinge.', 'Das sind zwei_var109 Objekte.']"
fensterauto,objekte,Gerät zur Kommunikation (Variante),1,"['Das ist ein fensterauto.', 'Ich brauche einen fensterauto.', 'Der fensterauto ist hier.']"
entscheidenlernen,aktionen,Etwas Neues schaffen (Variante),4,"['Ich entscheidenlernen darüber.', 'Wir müssen entscheidenlernen.', 'Entscheidenlernen ist wichtig.']"
dreivier,zahlen,Zahl 10 (Variante),1,"['Ich zähle bis dreivier.', 'Dreivier Dinge.', 'Das sind dreivier Objekte.']"
tanzenkriechen,bewegungen,Rhythmische Bewegung (Variante),2,"['Ich kann tanzenkriechen.', 'Wir tanzenkriechen zusammen.', 'Tanzenkriechen ist eine Bewegung.']"
springen_var113,bewegungen,Reibungslos bewegen (Variante),2,"['Ich kann springen_var113.', 'Wir springen_var113 zusammen.', 'Springen_var113 ist eine Bewegung.']"
rotbraun,farben,Farbe der Sonne (Variante),1,"['Das ist rotbraun.', 'Ich sehe etwas rotbraunes.', 'Rotbraun ist eine Farbe.']"
weißrot,farben,Farbe des Blutes (Variante),1,"['Das ist weißrot.', 'Ich sehe etwas weißrotes.', 'Weißrot ist eine Farbe.']"
hungrig_var138,zustände,Körperlich in Ordnung (Variante),2,"['Ich bin hungrig_var138.', 'Du siehst hungrig_var138 aus.', 'Hungrig_var138 fühlen ist normal.']"
zweisechs,zahlen,Zahl 9 (Variante),1,"['Ich zähle bis zweisechs.', 'Zweisechs Dinge.', 'Das sind zweisechs Objekte.']"
weißorange,farben,Mischfarbe rot-gelb (Variante),1,"['Das ist weißorange.', 'Ich sehe etwas weißorangees.', 'Weißorange ist eine Farbe.']"
kalt_var115,zustände,Nicht schläfrig (Variante),2,"['Ich bin kalt_var115.', 'Du siehst kalt_var115 aus.', 'Kalt_var115 fühlen ist normal.']"
fünfzwei,zahlen,Zahl 2 (Variante),1,"['Ich zähle bis fünfzwei.', 'Fünfzwei Dinge.', 'Das sind fünfzwei Objekte.']"
bewerten_var104,aktionen,Vorgehensweise festlegen (Variante),4,"['Ich bewerten_var104 darüber.', 'Wir müssen bewerten_var104.', 'Bewerten_var104 ist wichtig.']"
verstehen_var112,aktionen,Problem beheben (Variante),4,"['Ich verstehen_var112 darüber.', 'Wir müssen verstehen_var112.', 'Verstehen_var112 ist wichtig.']"
rosa_var136,farben,Mischfarbe rot-gelb (Variante),1,"['Das ist rosa_var136.', 'Ich sehe etwas rosa_var136es.', 'Rosa_var136 ist eine Farbe.']"
baume,objekte,Elektronisches Gerät (Variante),1,"['Das ist ein baume.', 'Ich brauche einen baume.', 'Der baume ist hier.']"
gehen,bewegungen,Sich langsam fortbewegen,2,"['Ich kann gehen.', 'Wir gehen zusammen.', 'Gehen ist eine Bewegung.']"
fensterlampe,objekte,Sammlung von Seiten (Variante),1,"['Das ist ein fensterlampe.', 'Ich brauche einen fensterlampe.', 'Der fensterlampe ist hier.']"
kalt_var121,zustände,Positive Emotion (Variante),2,"['Ich bin kalt_var121.', 'Du siehst kalt_var121 aus.', 'Kalt_var121 fühlen ist normal.']"
neune,zahlen,Zahl 2 (Variante),1,"['Ich zähle bis neune.', 'Neune Dinge.', 'Das sind neune Objekte.']"
obwohl_var136,logik,Schlussfolgerung (Variante),5,"['Obwohl_var136 das stimmt.', 'Das ist obwohl_var136 wahr.', 'Obwohl_var136 bedeutet...']"
obwohlweil,logik,Folge (Variante),5,"['Obwohlweil das stimmt.', 'Das ist obwohlweil wahr.', 'Obwohlweil bedeutet...']"
siebenneun,zahlen,Zahl 1 (Variante),1,"['Ich zähle bis siebenneun.', 'Siebenneun Dinge.', 'Das sind siebenneun Objekte.']"
fliegenkriechen,bewegungen,Sich in die Luft bewegen (Variante),2,"['Ich kann fliegenkriechen.', 'Wir fliegenkriechen zusammen.', 'Fliegenkriechen ist eine Bewegung.']"
müdewarm,zustände,Bedürfnis nach Nahrung (Variante),2,"['Ich bin müdewarm.', 'Du siehst müdewarm aus.', 'Müdewarm fühlen ist normal.']"
erklärendenken,aktionen,Systematisch untersuchen (Variante),4,"['Ich erklärendenken darüber.', 'Wir müssen erklärendenken.', 'Erklärendenken ist wichtig.']"
weil,logik,Begründung,5,"['Weil das stimmt.', 'Das ist weil wahr.', 'Weil bedeutet...']"
fünfneun,zahlen,Zahl 4 (Variante),1,"['Ich zähle bis fünfneun.', 'Fünfneun Dinge.', 'Das sind fünfneun Objekte.']"
rennen_var106,bewegungen,Sich langsam fortbewegen (Variante),2,"['Ich kann rennen_var106.', 'Wir rennen_var106 zusammen.', 'Rennen_var106 ist eine Bewegung.']"
planenbewerten,aktionen,Wissen aufnehmen (Variante),4,"['Ich planenbewerten darüber.', 'Wir müssen planenbewerten.', 'Planenbewerten ist wichtig.']"
